id,Tournament Name,Date,Placement,Start Placement,End Placement,Tier,Team,Opposing Team,Score,Opposing Score,Earnings
PlayHard,SEA Kappa Invitational Season 3,2016-11-04,11 - 18th,11.0,18.0,Minor,Team Sikrit,Power Gaming,0,2,0
PlayHard,SEA Kappa Invitational Season 1,2016-04-06,4th,4.0,,Minor,Arcanys,TNC Pro Team,0,1,0
PlayHard,Asia Arena Cup,2015-08-14,7 - 8th,7.0,8.0,Minor,Arcanys,First Departure,0,1,0
PlayHard,Corsair Gaming Arena #5,2015-07-24,3 - 4th,3.0,4.0,Monthly,Arcanys,Signature.Trust,0,1,0
PlayHard,SEA Dragon Battle Season 2,2015-07-13,7 - 8th,7.0,8.0,Minor,Arcanys,Mineski,1,2,0
PlayHard,Corsair Gaming Arena #4,2015-06-24,5 - 8th,5.0,8.0,Monthly,Arcanys,Kingdom,0,1,0
PlayHard,G-Guard Challenge,2015-04-24,3rd,3.0,,Minor,Arcanys,G Guard Esports,0,2,0
Poloson,World Cyber Arena 2017 APAC Qualifier,2017-07-14,9 - 10th,9.0,10.0,Minor,Moogle,,,,0
Poloson,H-Cup Season 7,2016-06-16,13 - 18th,13.0,18.0,Weekly,White Fries Gaming,,,,0
Poloson,H-Cup Season 6,2016-04-21,17 - 20th,17.0,20.0,Weekly,White Fries Gaming,,,,0
Poloson,SEA Kappa Invitational Season 1,2016-03-17,9 - 12th,9.0,12.0,Minor,First Departure,Gse7en,0,1,0
Poloson,World Cyber Arena 2015 - SEA Pro Qualifiers,2015-10-07,5 - 8th,5.0,8.0,Major,4Hate,Signature.Trust,0,2,3152
Poloson,Asia Arena Cup,2015-08-17,3rd,3.0,,Minor,First Departure,Team SatuDuaTiga,1,2,0
Poloson,NXTGAME Dota 2 Invitational,2015-08-13,3 - 4th,3.0,4.0,Minor,First Departure,Mineski,0,2,0
Poloson,HuomaoTV Mid-summer League Season 1,2015-07-18,9 - 12th,9.0,12.0,Minor,First Departure,,,,0
Poloson,SEA Dragon Battle Season 2,2015-07-16,5 - 6th,5.0,6.0,Minor,First Departure,Mineski,0,2,0
Poloson,Corsair Gaming Arena #4,2015-06-24,5 - 8th,5.0,8.0,Monthly,First Departure,Team SatuDuaTiga,0,1,0
Poloson,Corsair Gaming Arena #3,2015-05-23,3 - 4th,3.0,4.0,Monthly,5eva,Rave,0,1,0
Poloson,Mineski Pro-Gaming League Season 7,2015-05-09,7 - 8th,7.0,8.0,Major,5eva,TNC Pro Team,0,1,0
Poloson,G-Guard Challenge,2015-04-24,2nd,2.0,,Minor,5eva,G Guard Esports,2,1,500
Poloson,GEST SEA Cup,2015-03-30,5 - 8th,5.0,8.0,Minor,5eva,Team Malaysia,0,2,0
Poloson,Hitbox Obutto Championship #2,2015-03-07,3rd,3.0,,Minor,5eva,Signature.Trust,1,2,0
Poloson,Hitbox Obutto Championship #2,2015-01-26,5 - 7th,5.0,7.0,Minor,First Departure,,,,0
Poloson,OK.- Dota 2 Cup,2014-12-27,7 - 8th,7.0,8.0,Major,First Departure,KingSurf,1,2,0
Poloson,BountyHunter Asia Showdown,2014-07-17,1st,1.0,,Minor,Scythe Gaming,Arcanys,3,0,800
Poloson,Datbet Championship,2014-07-04,4th,4.0,,Minor,Scythe Gaming,Invasion e-Sports,0,1,0
Poloson,BountyHunter Asia Special,2014-06-23,3rd,3.0,,Minor,Scythe Gaming,Arrow Gaming,1,2,300
Poloson,GEST The Challenge June,2014-06-16,9 - 16th,9.0,16.0,Major,Scythe Gaming,Invictus Gaming,0,2,0
Poloson,MSI Beat IT GosuCup May,2014-05-04,1st,1.0,,Monthly,Scythe Gaming,Arrow Gaming,2,0,1200
Poloson,The Inaugural,2014-04-23,2nd,2.0,,Minor,Scythe Gaming,Titan,1,3,1000
Poloson,Asian Cyber Games SEA Invitational 2014,2014-03-29,1st,1.0,,Minor,Scythe Gaming,Rex Regum Qeon,2,1,2000
Poloson,Netolic Pro League #5 East,2014-03-28,7 - 8th,7.0,8.0,Major,Scythe Gaming,Newbee,0,1,0
Poloson,Asian Cyber Games 2013,2013-12-27,5 - 6th,5.0,6.0,Major,First Departure,StarTale,0,1,0
Poloson,Fengyun Dota 2 Tournament,2013-12-23,9 - 16th,9.0,16.0,Major,First Departure,Vici Gaming,0,2,0
Poloson,RGN League 2013/2014,2013-12-08,1st,1.0,,Major,First Departure,Mineski,3,2,8000
Poloson,E2Max L33t Championship,2013-07-07,5 - 8th,5.0,8.0,Major,First Departure,Orange Esports/Orange Esports,0,1,0
Poloson,AMD Premier League Season 1,2013-05-07,9 - 16th,9.0,16.0,Major,First Departure,Rising Stars,0,1,0
Poloson,Netolic Pro League 2 (East),2013-04-10,5 - 6th,5.0,6.0,Minor,First Departure,Orange Esports/Orange Esports,0,1,0
Poloson,Armaggeddon Dota 2 Grand Slam Asia 2013,2013-03-10,2nd,2.0,,Major,First Departure,Apple Banana Cucumber,1,2,2000
Poloson,SEA League,2013-02-08,4th,4.0,,Minor,First Departure,Neolution E-Sport,1,2,0
ppd,China Dota2 Supermajor,2018-06-09,5 - 6th,5.0,6.0,Premier,OpTic Gaming,Virtus.pro,0,2,90000
ppd,ESL One Birmingham 2018,2018-05-27,2nd,2.0,,Premier,OpTic Gaming,Virtus.pro,0,3,200000
ppd,StarLadder ImbaTV Invitational Season 5,2018-04-15,1st,1.0,,Major,OpTic Gaming,VGJ.Thunder,3,1,135000
ppd,Dota 2 Asia Championships 2018,2018-04-05,7 - 8th,7.0,8.0,Premier,OpTic Gaming,TNC Predator,0,1,35000
ppd,The Bucharest Major,2018-03-11,5 - 8th,5.0,8.0,Premier,OpTic Gaming,Virtus.pro,0,2,30000
ppd,ESL One Katowice 2018,2018-02-21,9 - 12th,9.0,12.0,Premier,OpTic Gaming,Team Liquid,0,2,10000
ppd,DOTA Summit 8,2017-12-16,6 - 7th,6.0,7.0,Major,OpTic Gaming,CompLexity Gaming,1,2,9000
ppd,ROG MASTERS 2017,2017-12-10,2nd,2.0,,Major,OpTic Gaming,Team Empire,2,3,58800
ppd,Elimination Mode 3.0,2017-02-16,5 - 6th,5.0,6.0,Major,WanteD,CompLexity Gaming,1,2,0
ppd,The International 2016,2016-08-13,3rd,3.0,,Premier,Evil Geniuses,Digital Chaos,1,2,2180898
ppd,StarLadder i-League StarSeries Season 2,2016-07-23,5 - 6th,5.0,6.0,Premier,Evil Geniuses,F.R.I.E.N.D.S.,1,2,15000
ppd,The Manila Major 2016,2016-06-07,13 - 16th,13.0,16.0,Premier,Evil Geniuses,Vici Gaming Reborn,0,1,30000
ppd,EPICENTER 2016,2016-05-14,5 - 6th,5.0,6.0,Premier,Evil Geniuses,CompLexity Gaming,0,2,20000
ppd,WePlay Dota 2 League Season 3,2016-05-01,3rd,3.0,,Premier,Evil Geniuses,Vega Squadron,1,2,22906
ppd,Dota Pit League Season 4,2016-03-20,2nd,2.0,,Premier,Evil Geniuses,MVP Phoenix,0,3,46866
ppd,The Shanghai Major 2016,2016-03-06,3rd,3.0,,Premier,Evil Geniuses,Team Liquid,0,2,315000
ppd,Captains Draft 3.0,2016-02-17,1st,1.0,,Major,Evil Geniuses,Vega Squadron,3,1,43454
ppd,MarsTV Dota 2 League 2015 Winter,2016-01-31,2nd,2.0,,Premier,Evil Geniuses,EHOME,0,3,55533
ppd,StarLadder i-League StarSeries Season 1,2016-01-17,2nd,2.0,,Premier,Evil Geniuses,Alliance,0,2,60445
ppd,The Summit 4,2015-12-13,1st,1.0,,Premier,Evil Geniuses,Virtus.pro,3,2,48818
ppd,The Frankfurt Major 2015,2015-11-21,3rd,3.0,,Premier,Evil Geniuses,OG,1,2,315000
ppd,MLG World Finals,2015-10-18,2nd,2.0,,Premier,Evil Geniuses,Team Secret,1,3,68389
ppd,ESL One New York 2015,2015-10-03,5 - 8th,5.0,8.0,Premier,Evil Geniuses,Vega Squadron,0,2,14331
ppd,The International 2015,2015-08-08,1st,1.0,,Premier,Evil Geniuses,CDEC Gaming,3,1,6634661
ppd,Dota Pit League Season 3,2015-07-12,1st,1.0,,Premier,Evil Geniuses,Cloud9,3,0,126055
ppd,ESL One Frankfurt 2015,2015-06-21,2nd,2.0,,Premier,Evil Geniuses,Team Secret,1,3,59241
ppd,joinDOTA MLG Pro League Season 2,2015-06-06,5 - 6th,5.0,6.0,Premier,Evil Geniuses,London Conspiracy,0,1,8362
ppd,The Summit 3,2015-05-17,2nd,2.0,,Premier,Evil Geniuses,Team Secret,1,3,61129
ppd,joinDOTA MLG Pro League Season 1,2015-04-12,2nd,2.0,,Premier,Evil Geniuses,Team Empire,1,2,21615
ppd,Dota 2 Asia Championships 2015,2015-02-09,1st,1.0,,Premier,Evil Geniuses,Vici Gaming,3,0,1284158
ppd,Dota 2 League Season 5,2015-01-06,3rd,3.0,,Premier,Evil Geniuses,Virtus.pro Polar,1,2,8550
ppd,XMG Captains Draft 2.0,2014-12-21,5th,5.0,,Premier,Evil Geniuses,,,,17988
ppd,Dota Pit League Season 2,2014-12-18,3 - 4th,3.0,4.0,Premier,Evil Geniuses,Virtus.pro Polar,2,3,8866
ppd,The Summit 2,2014-12-07,4th,4.0,,Premier,Evil Geniuses,Team Secret,0,3,27982
ppd,DreamLeague Season 2,2014-11-29,1st,1.0,,Premier,Evil Geniuses,Cloud9,3,1,44668
ppd,StarLadder StarSeries Season 10,2014-10-26,1st,1.0,,Premier,Evil Geniuses,Team Secret,3,2,105291
ppd,ESL One New York 2014,2014-10-10,2nd,2.0,,Premier,Evil Geniuses,Vici Gaming,1,2,28202
ppd,NVIDIA Game 24,2014-09-18,3 - 4th,3.0,4.0,Major,Evil Geniuses,Cloud9,1,3,2000
ppd,World E-sport Championships 2014,2014-09-07,1st,1.0,,Premier,Evil Geniuses,Cloud9,4,1,97248
ppd,The International 2014,2014-07-20,3rd,3.0,,Premier,Evil Geniuses,Vici Gaming,1,2,1037778
ppd,ESL One Frankfurt 2014,2014-06-29,2nd,2.0,,Premier,Evil Geniuses,Invictus Gaming,1,2,42180
ppd,HyperX D2L Western Challenge,2014-06-24,1st,1.0,,Premier,Evil Geniuses,Natus Vincere,3,0,29629
ppd,DreamLeague Season 1,2014-06-14,6th,6.0,,Premier,Evil Geniuses,Mousesports,0,2,19500
ppd,The Summit,2014-06-08,1st,1.0,,Premier,Evil Geniuses,Team DK/Team DK,3,2,59558
ppd,Dota 2 Champions League Season 3,2014-05-28,5 - 6th,5.0,6.0,Premier,Evil Geniuses,Power Rangers,1,2,0
ppd,StarLadder StarSeries Season 9,2014-04-20,3rd,3.0,,Premier,Evil Geniuses,Team Empire,1,2,26000
ppd,MLG T.K.O. America,2014-04-05,1st,1.0,,Major,Evil Geniuses,Team Liquid,3,1,14000
ppd,Monster Energy Invitational,2014-03-09,1st,1.0,,Major,Evil Geniuses,Cloud9,3,2,10000
ppd,Electronic Sports Prime Shock Therapy Cup,2014-02-08,1st,1.0,,Major,S A D B O Y S,Team Empire,3,0,7000
ppd,EIZO Cup #11,2014-02-01,3 - 4th,3.0,4.0,Monthly,S A D B O Y S,Speed Gaming/Speed Gaming.int,0,1,0
ppd,StarLadder StarSeries Season 8,2014-01-19,5 - 16th,5.0,16.0,Premier,Super Strong Dinosaurs,,,,0
ppd,Netolic Pro League #4 West,2013-12-12,4th,4.0,,Major,Super Strong Dinosaurs,RoX,0,2,0
ppd,Fragbite Masters,2013-12-04,9 - 16th,9.0,16.0,Major,Stay Free,,,,0
ppd,Netolic Pro League #4 West: Fifth Cup,2013-12-04,1st,1.0,,Minor,Super Strong Dinosaurs,Evil Geniuses,2,0,1000
ppd,Netolic Pro League #4 West: Fourth Cup,2013-12-03,1st,1.0,,Minor,Super Strong Dinosaurs,Team Empire,2,0,1000
ppd,Netolic Pro League #4 West: Third Cup,2013-11-20,5 - 8th,5.0,8.0,Minor,Super Strong Dinosaurs,Mousesports,1,2,0
ppd,E-Sports Prime Dota 2 Cup,2013-10-17,3 - 4th,3.0,4.0,Minor,Stay Free,Evil Geniuses,0,1,0
ppd,WePlay Dota2 League Season 2,2013-09-22,9 - 20th,9.0,20.0,Premier,Team Dignitas,,,,0
PrettyHaw,H-Cup Season 8,2017-12-15,17 - 20th,17.0,20.0,Weekly,For The Dream,,,,0
PrettyHaw,ProDotA Cup China #1,2017-11-27,5 - 6th,5.0,6.0,Minor,For The Dream,Keen Gaming,1,2,0
PrettyHaw,Dota2 Professional League Season 4 (2017 S2) - Secondary,2017-11-06,2nd,2.0,,Minor,For The Dream,Vici Gaming Potential,1,3,4522
PrettyHaw,World Cyber Arena 2017 China Qualifier,2017-10-15,2nd,2.0,,Minor,For The Dream,Invictus Gaming,1,2,7600
PrettyHaw,World Cyber Arena 2017 TPC Finals,2017-06-10,4th,4.0,,Minor,FTD club A,Avalon Club,0,2,0
PrettyHaw,VPGame Challenge League Season 3,2017-04-23,2nd,2.0,,Minor,FTD club A,EHOME,0,3,1162
PrettyHaw,Dota2 Professional League Season 3  (2017 S1) - Secondary,2017-04-20,3rd,3.0,,Minor,FTD club A,,,,1816
PrettyHaw,Dota2 Professional League Season 2 - Secondary,2016-12-13,2nd,2.0,,Major,FTD club A,,,,15000
PrettyHaw,Dota2 ACE - Provisional,2016-11-12,17 - 26th,17.0,26.0,Major,FTD club A,,,,0
PrettyHaw,H-Cup Season 6,2016-04-26,4th,4.0,,Weekly,FTD club B,Invictus Gaming,0,2,308
PrettyHaw,H-Cup Season 5,2016-04-07,17 - 20th,17.0,20.0,Weekly,FTD club B,,,,0
PrettyHaw,H-Cup Season 4,2016-03-31,17 - 20th,17.0,20.0,Weekly,FTD club B,,,,0
PrettyHaw,Dota 2 Radiant & Dire Cup 2015,2015-12-26,7 - 8th,7.0,8.0,Major,Team FanTuan,EHOME,0,1,7741
PrettyHaw,World Cyber Arena 2015 - Chinese Pro Qualifiers,2015-07-05,4th,4.0,,Major,HyperGloryTeam,Invictus Gaming,0,2,3193
PrettyHaw,G-League 2015,2015-06-10,3 - 4th,3.0,4.0,Major,HyperGloryTeam,LGD Gaming,0,2,1611
PrettyHaw,MarsTV Dota 2 League 2015 Spring - Chinese League,2015-05-18,5 - 6th,5.0,6.0,Major,HyperGloryTeam,,,,4034
PrettyHaw,ECL 2015 Dota 2 Spring,2015-05-17,5 - 8th,5.0,8.0,Major,HyperGloryTeam,,,,0
PrettyHaw,VPGame Pro League Season 1,2015-04-16,5 - 6th,5.0,6.0,Major,HyperGloryTeam,CDEC Gaming,0,1,0
PrettyHaw,Dota 2 Asia Championships 2015,2015-02-07,7 - 8th,7.0,8.0,Premier,HyperGloryTeam,Cloud9,0,2,122301
PrettyHaw,i-League Season 2,2015-01-10,2nd,2.0,,Premier,HyperGloryTeam,LGD Gaming,0,3,25852
PrettyHaw,National Electronic Sports Open 2014,2014-12-06,5 - 8th,5.0,8.0,Major,HyperGloryTeam,Newbee,0,2,0
PrettyHaw,ECL 2014 Dota 2 Autumn,2014-11-15,5 - 10th,5.0,10.0,Major,HyperGloryTeam,,,,0
PrettyHaw,G-League 2014,2014-10-25,5 - 8th,5.0,8.0,Major,HyperGloryTeam,LGD Gaming,0,2,0
PrettyHaw,Sina Cup Supernova Dota 2 Open Season 5,2014-09-21,5 - 6th,5.0,6.0,Major,HyperGloryTeam,LGD.CDEC,0,1,0
PrettyHaw,World E-sport Championships 2014,2014-09-06,7 - 8th,7.0,8.0,Premier,HyperGloryTeam,Evil Geniuses,0,2,3242
PrettyHaw,CDEC New Star Challenge,2014-06-20,5 - 6th,5.0,6.0,Major,HyperGloryTeam,Vici Gaming,0,1,0
PrettyHaw,WVW National Electronic Sports Classic June,2014-06-17,5 - 8th,5.0,8.0,Major,HyperGloryTeam,Team DK/Team DK,0,2,160
PrettyHaw,ECL 2014 Spring,2014-06-15,5 - 12th,5.0,12.0,Major,HyperGloryTeam,,,,0
PrettyHaw,WVW National Electronic Sports Classic April,2014-05-01,1st,1.0,,Major,HyperGloryTeam,Vici Gaming,2,1,5432
PrettyHaw,Dota League Code A,2013-12-29,4th,4.0,,Minor,For.Love,HyperGloryTeam,1,2,165
PrettyHaw,Fengyun Dota 2 Tournament,2013-12-24,9 - 16th,9.0,16.0,Major,For.Love,TongFu,1,2,0
PrettyHaw,Sina Cup Supernova Dota 2 Open Season 2,2013-12-04,5 - 6th,5.0,6.0,Major,For.Love,Team DK/Team DK,0,1,0
PrettyHaw,AMD Premier League Season 1,2013-05-07,9 - 16th,9.0,16.0,Major,Vici Gaming,Mineski,0,1,0
PrettyHaw,The Premier League Season 1,2012-03-11,9th,9.0,,Premier,World Elite,,,,0
Primo,SEA Dragon Battle Season 3,2015-10-26,4th,4.0,,Minor,Execration,Signature.Trust,0,2,0
Primo,BTS Southeast Asia #1,2015-09-02,9 - 16th,9.0,16.0,Minor,Execration,IDeal eSports,0,2,0
Primo,Asia Arena Cup,2015-08-16,5 - 6th,5.0,6.0,Minor,Execration,TNC Pro Team,0,1,0
Primo,Corsair Gaming Arena #5,2015-07-23,5 - 8th,5.0,8.0,Monthly,Execration,Signature.Trust,0,1,0
Primo,SEA Dragon Battle Season 2,2015-07-13,5 - 6th,5.0,6.0,Minor,Execration,Signature.Trust,0,2,0
Primo,Corsair Gaming Arena #4,2015-06-24,9 - 16th,9.0,16.0,Monthly,Execration,Kingdom,0,1,0
Primo,AOC & Rapoo Masters Championships,2015-05-24,2nd,2.0,,Minor,Execration,G Guard Esports,1,3,1000
Primo,Corsair Gaming Arena #3,2015-05-22,9 - 16th,9.0,16.0,Monthly,Execration,5eva,0,1,0
Primo,Netolic Pro League #3 East,2013-09-29,4th,4.0,,Minor,Ledion Dreamz,MiTH.Trust,0,1,0
Primo,Neolution GosuCup June,2013-06-23,4th,4.0,,Monthly,Ledion Dreamz,Team Zenith,0,1,0
Primo,AMD Premier League Season 1,2013-05-07,9 - 16th,9.0,16.0,Major,TNC Pro Team,MUFC,0,1,0
Primo,Netolic Pro League 2 (East),2013-04-09,7 - 8th,7.0,8.0,Minor,TNC Pro Team,First Departure,0,1,0
profheadshot,Samsung European Encounter,2012-08-19,5 - 6th,5.0,6.0,Major,Storm Games Clan,Mortal Teamwork,0,1,0
profheadshot,The Defense Season 2,2012-08-12,7 - 8th,7.0,8.0,Premier,Storm Games Clan,Evil Geniuses,0,2,0
profheadshot,StarLadder StarSeries Season 2,2012-07-15,9 - 15th,9.0,15.0,Premier,Storm Games Clan,,,,0
profheadshot,StarLadder ProSeries Season 1,2012-04-21,5 - 6th,5.0,6.0,Minor,Epidemic!,The Tough Bananas,1,2,0
PSM,RESF Open Cup 4,2017-11-18,7 - 8th,7.0,8.0,Monthly,Evil Pandas,,,,0
PSM,StarLadder ProSeries Season 16,2016-10-18,5 - 8th,5.0,8.0,Minor,Yellow Submarine,Comanche,0,2,0
PSM,BTS Europe #4,2016-09-22,13 - 16th,13.0,16.0,Minor,Yellow Submarine,,,,0
PSM,Game On Invitational #3,2016-09-21,9 - 16th,9.0,16.0,Minor,Yellow Submarine,Sanguine Sharks,0,2,0
PSM,joinDOTA League Season 10 Europe,2016-07-29,9th,9.0,,Minor,Yellow Submarine,,,,0
PSM,StarLadder ProSeries Season 15,2016-07-20,2nd,2.0,,Minor,Yellow Submarine,Team Bad English,0,2,600
PSM,ProDotA Cup Europe #6,2016-05-24,5 - 6th,5.0,6.0,Minor,Elements Pro Gaming,NoLifer5,0,1,0
PSM,Elements Cup #1,2016-04-06,5 - 6th,5.0,6.0,Minor,Siberian Valenki,PRIES,0,2,0
PSM,Click-Storm DOTA 2 League #1,2016-03-01,5 - 8th,5.0,8.0,Minor,Siberian Valenki,ScaryFaceZ,0,2,0
PSM,BTS Europe #2,2016-02-06,9 - 16th,9.0,16.0,Minor,Yellow Submarine,London Conspiracy,0,2,0
PSM,BTS Europe #1,2015-12-24,9 - 16th,9.0,16.0,Minor,Yellow Submarine,Vega Squadron,0,2,0
PSM,UCC Hitbox Championship,2015-12-21,7 - 8th,7.0,8.0,Minor,Yellow Submarine,Enso,1,2,0
PSM,ProDotA Cup Europe #1,2015-12-20,5 - 8th,5.0,8.0,Minor,Yellow Submarine,PRIES,0,2,0
PSM,Hitbox EU Championship #4,2015-11-08,7 - 8th,7.0,8.0,Minor,Yellow Submarine,CIS Rejects,1,2,0
PSM,PGL Dota 2 Pro-AM Qualifier #4,2015-10-27,3 - 4th,3.0,4.0,Minor,Yellow Submarine,Siberian Valenki,1,2,500
PSM,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-22,5 - 8th,5.0,8.0,Major,Natus Vincere,Team Secret,0,2,3000
PSM,paysafecard Go4Dota 2 Europe July,2015-08-12,3 - 4th,3.0,4.0,Monthly,Yellow Submarine,EE's Disciples,0,1,0
PSM,Esportal Dota 2 League,2015-06-27,5 - 8th,5.0,8.0,Premier,HellRaisers,4 Clover & Lepricon,0,2,1600
PSM,StarLadder ProSeries Season 12,2015-05-28,3rd,3.0,,Minor,Yellow Submarine,4 Anchors + Sea Captain,1,2,300
PSM,Esportal Dota 2 League Open Tournament 4,2015-05-22,9 - 16th,9.0,16.0,Minor,Yellow Submarine,Lemondogs,0,2,0
PSM,GIGABYTE Challenge #14,2015-04-17,9 - 16th,9.0,16.0,Monthly,Yellow Submarine,XGame.kz,0,1,0
PSM,MSI Dragon Battle #3,2015-03-15,2nd,2.0,,Monthly,HellRaisers,Hehe united,0,2,525
PSM,joinDOTA Masters XVI,2015-02-28,1st,1.0,,Minor,HellRaisers,Vega Squadron,3,0,10000
PSM,Bridon Open Cup,2015-01-28,5 - 16th,5.0,16.0,Minor,Yellow Submarine,,,,0
PSM,CIS Carnage 2014,2014-01-26,5 - 6th,5.0,6.0,Minor,Flipsid3 Tactics,RoX,0,2,0
Puer tea,OverPower Cup China #1,2018-01-20,4th,4.0,,Minor,EHOME.Immortal,Rock Gaming,0,2,0
Puer tea,H-Cup Season 9,2017-12-29,13 - 16th,13.0,16.0,Weekly,EHOME.Immortal,,,,0
Puer tea,H-Cup Season 8,2017-12-15,5 - 8th,5.0,8.0,Weekly,EHOME.Immortal,,,,0
Puer tea,ROG MASTERS 2016,2016-11-12,3 - 4th,3.0,4.0,Major,EHOME.X,Execration,0,2,15000
Puer tea,Shanghai Dota 2 Open #2,2016-09-28,13 - 16th,13.0,16.0,Major,EHOME.X,,,,0
Puer tea,H-Cup Season 6,2016-04-21,17 - 20th,17.0,20.0,Weekly,EHOME.Keen,,,,0
Puer tea,H-Cup Season 5,2016-04-07,13 - 16th,13.0,16.0,Weekly,EHOME.Keen,,,,0
Puer tea,WCA2016 CN Qualifiers S1,2016-04-03,7 - 8th,7.0,8.0,Major,Insane Buster,,,,1528
Puer tea,H-Cup Season 4,2016-03-30,17 - 20th,17.0,20.0,Weekly,EHOME.Keen,,,,0
Puer tea,World Cyber Arena 2015 - Chinese Pro Qualifiers,2015-06-24,5 - 8th,5.0,8.0,Major,Brave Heart,LGD Gaming,0,2,3193
Puer tea,ECL 2015 Dota 2 Spring,2015-05-31,5 - 8th,5.0,8.0,Major,Brave Heart,,,,0
Puppey,China Dota2 Supermajor,2018-06-09,4th,4.0,,Premier,Team Secret,Virtus.pro,1,2,120000
Puppey,MDL Changsha Major,2018-05-19,5 - 6th,5.0,6.0,Premier,Team Secret,LGD Gaming,0,2,40000
Puppey,GESC: Thailand Dota2 Minor,2018-05-12,3 - 4th,3.0,4.0,Major,Team Secret,Keen Gaming,1,2,35000
Puppey,EPICENTER XL,2018-05-04,7 - 8th,7.0,8.0,Premier,Team Secret,Mineski,0,1,15000
Puppey,Dota 2 Asia Championships 2018,2018-04-03,9 - 12th,9.0,12.0,Premier,Team Secret,Vici Gaming,0,2,15000
Puppey,DreamLeague Season 9,2018-03-25,1st,1.0,,Major,Team Secret,Fnatic,3,0,125000
Puppey,The Bucharest Major,2018-03-10,5 - 8th,5.0,8.0,Premier,Team Secret,Newbee,0,2,30000
Puppey,ESL One Katowice 2018,2018-02-23,5 - 6th,5.0,6.0,Premier,Team Secret,Team Liquid,1,2,50000
Puppey,ESL One Genting 2018,2018-01-27,3 - 4th,3.0,4.0,Major,Team Secret,Newbee,0,2,40000
Puppey,Captains Draft 4.0,2018-01-07,1st,1.0,,Major,Team Secret,Vici Gaming,3,2,108000
Puppey,DreamLeague Season 8,2017-12-03,1st,1.0,,Premier,Team Secret,Team Liquid,3,0,500000
Puppey,Perfect World Masters,2017-11-24,5 - 6th,5.0,6.0,Major,Team Secret,LGD.Forever Young,0,2,12000
Puppey,ESL One Hamburg 2017,2017-10-29,2nd,2.0,,Premier,Team Secret,Virtus.pro,0,2,200000
Puppey,PGL Open Bucharest,2017-10-21,5 - 6th,5.0,6.0,Major,Team Secret,Immortals,1,2,15000
Puppey,StarLadder i-League Invitational Season 3,2017-10-15,3 - 4th,3.0,4.0,Major,Team Secret,Team Liquid,0,2,30000
Puppey,The International 2017,2017-08-08,9 - 12th,9.0,12.0,Premier,Team Secret,Team Liquid,1,2,370319
Puppey,DreamLeague Season 7,2017-07-22,3rd,3.0,,Major,Team Secret,Planet Odd,0,2,30000
Puppey,DOTA Summit 7,2017-06-18,2nd,2.0,,Premier,Team Secret,Virtus.pro,2,3,22500
Puppey,EPICENTER 2017,2017-06-10,3 - 4th,3.0,4.0,Premier,Team Secret,Evil Geniuses,0,2,40000
Puppey,The Manila Masters,2017-05-26,7 - 8th,7.0,8.0,Premier,Team Secret,Team NP,1,2,5000
Puppey,DreamLeague Season 7 EU Division,2017-05-21,1st,1.0,,Major,Team Secret,,,,10000
Puppey,Mr. Cat Invitational Europe,2017-05-17,3rd,3.0,,Major,Team Secret,Virtus.pro,0,2,7500
Puppey,The Kiev Major 2017,2017-04-28,9 - 16th,9.0,16.0,Premier,Team Secret,SG e-sports,1,2,62500
Puppey,StarLadder i-League StarSeries Season 3,2017-02-25,5 - 6th,5.0,6.0,Premier,Team Secret,TNC Pro Team,1,2,15000
Puppey,Dota Pit League Season 5,2017-01-22,5 - 6th,5.0,6.0,Premier,Team Secret,Invictus Gaming,0,1,0
Puppey,ROG MASTERS 2016,2016-11-13,1st,1.0,,Major,Team Secret,Execration,3,0,71250
Puppey,FACEIT Invitational,2016-10-19,1st,1.0,,Major,Team Secret,Vega Squadron,2,0,10000
Puppey,Mars Dota 2 League 2016 Autumn,2016-10-01,4th,4.0,,Premier,Team Secret,OG,0,2,18750
Puppey,The International 2016,2016-08-08,13 - 16th,13.0,16.0,Premier,Team Secret,LGD Gaming,0,1,103852
Puppey,StarLadder i-League StarSeries Season 2,2016-07-24,2nd,2.0,,Premier,Team Secret,Natus Vincere,1,3,60000
Puppey,The Manila Major 2016,2016-06-07,13 - 16th,13.0,16.0,Premier,Team Secret,Team Empire,0,1,30000
Puppey,EPICENTER 2016,2016-05-13,7 - 8th,7.0,8.0,Premier,Team Secret,Alliance,1,2,10000
Puppey,ESL One Manila 2016,2016-04-23,5 - 6th,5.0,6.0,Premier,Team Secret,Team Empire,1,2,12500
Puppey,Dota Pit League Season 4,2016-03-19,5 - 8th,5.0,8.0,Premier,Team Secret,Natus Vincere,1,2,0
Puppey,The Shanghai Major 2016,2016-03-06,1st,1.0,,Premier,Team Secret,Team Liquid,3,1,1110000
Puppey,MarsTV Dota 2 League 2015 Winter,2016-01-29,7 - 8th,7.0,8.0,Premier,Team Secret,Newbee,1,2,6941
Puppey,StarLadder i-League StarSeries Season 1,2016-01-15,5 - 6th,5.0,6.0,Premier,Team Secret,Alliance,1,2,15111
Puppey,World Cyber Arena 2015,2015-12-18,9 - 12th,9.0,12.0,Premier,Team Secret,,,,0
Puppey,The Frankfurt Major 2015,2015-11-21,2nd,2.0,,Premier,Team Secret,OG,1,3,405000
Puppey,Nanyang Dota 2 Championships,2015-11-01,1st,1.0,,Premier,Team Secret,Vici Gaming,3,2,105688
